date,sma_crossover_value,sma_crossover_signal,rsi_value,rsi_signal,macd_value,macd_signal,macd_macd,macd_signal_line,bollinger_value,bollinger_signal,bollinger_mid,bollinger_upper,bollinger_lower,volume_spike_value,volume_spike_signal,atr_breakout_value,atr_breakout_signal,atr_breakout_atr,gap_move_value,gap_move_signal
2024-02-09,,0,25.41535439754732,1,,0,-1.7479002862511663,,-1.2982853838394635,0,98.31377330949624,104.4113235620019,92.21622305699059,0.3143969099652809,0,-0.130489062165416,0,2.23538850653638,0.0,0
2024-02-12,,0,23.69388919847185,1,,0,-1.8287913041213244,,-1.396241233223556,0,97.80060796389947,103.59720149712032,92.00401443067861,0.35324199674659773,0,-0.27483426075604306,0,2.1893435358974855,0.0,0
2024-02-13,,0,37.686278443372714,0,,0,-1.723566448085876,,-0.6918982555291866,0,97.40334301520666,102.59826381200415,92.20842221840917,1.3811657312512204,0,0.8275435601506225,0,2.238284815087934,0.0,0
2024-02-14,,0,37.63212647223731,0,,0,-1.6225602403667096,,-0.6535294870193703,0,96.99330509169863,101.2796843523383,92.70692583105897,1.0824947733419323,0,-0.00600804521098475,0,2.246525161506616,0.0,0
2024-02-15,,0,33.56218269312096,0,0.014919889524661833,0,-1.6093094082485493,-1.6242292977732111,-1.1157506140090565,0,96.6260456339757,100.37435473578746,92.87773653216395,1.2891541560330224,0,-0.4801498730568635,0,2.2028766189647775,0.0,0
2024-02-16,,0,39.079994641145,0,0.08740593784052564,0,-1.514971875472554,-1.6023778133130797,-0.6060327193008188,0,96.3861593134836,99.78088644806013,92.99143217890708,1.403257327975336,0,0.36868084702928205,0,2.2310486664305205,0.0,0
2024-02-19,,0,34.50008587340402,0,0.06495400797293494,0,-1.5211853033469112,-1.586139311319846,-1.2432749328994734,0,96.11334518695499,99.29315253199385,92.93353784191612,1.3596447059689911,0,-0.5389921406719115,0,2.2650490755748116,0.0,0
2024-02-20,,0,35.88445858190008,0,0.07526629289247255,0,-1.4920564452042555,-1.567322738096728,-1.0205642247560274,0,95.90161579619333,98.9510944242999,92.85213716808676,0.7009421840214831,0,0.09373441912683456,0,2.2282486726900643,0.0,0
2024-02-21,,0,29.56961168180449,1,-0.03298833707880777,-1,-1.6085581594452378,-1.57556982236643,-2.062572714722977,1,95.57619053260791,98.6697437765959,92.48263728861993,1.192738089916599,0,-0.858348164777588,0,2.283071373942481,0.0,0
2024-02-22,,0,26.203858265283785,1,-0.16950850019899422,0,-1.787455447615173,-1.6179469474161787,-2.3948123487798125,1,95.22975717035362,98.71403179008826,91.74548255061899,0.4917684456935284,0,-0.5844117851767089,0,2.272688680459786,0.0,0
2024-02-23,,0,27.52070910863401,1,-0.21887704027755617,0,-1.8915432477631242,-1.672666207485568,-1.9290864873876863,0,94.9637820549596,98.80939044621438,91.11817366370481,0.5770371262335235,0,0.08613707931684637,0,2.285441269084455,0.0,0
2024-02-26,,0,32.39422145067478,0,-0.17596979817023573,0,-1.8926284551983628,-1.716658657028127,-1.4127889421481088,0,94.66144783011923,98.43901814827882,90.88387751195964,0.8732465318728234,0,0.3218564864341579,0,2.294397071741033,0.0,0
2024-02-27,,0,33.511493643007725,0,-0.11326496981953893,0,-1.858239869302551,-1.744974899483012,-1.221204892885932,0,94.3789708343627,98.0058962140365,90.75204545468891,0.8544516731696759,0,0.07505423372697227,0,2.283259353674348,0.0,0
2024-02-28,,0,33.11377378250464,0,-0.05949706145863676,0,-1.8193462263063083,-1.7598491648476715,-1.2098548862506133,0,94.08733501425236,97.45736227180318,90.71730775670154,0.8716794983019894,0,-0.05042342468531411,0,2.293542795040111,0.0,0
2024-02-29,,0,32.047332468593595,0,-0.025848969388682086,0,-1.7921603765835243,-1.7663114071948423,-1.2635198254318025,0,93.85188141867323,97.18269116115404,90.52107167619242,1.0835696634454752,0,-0.13189134229949792,0,2.282967860813276,0.0,0
2024-03-01,,0,27.383768995941253,1,-0.0816566468504154,0,-1.8683822157578618,-1.7867255689074464,-1.862082642815297,0,93.56972085980199,97.1148196946087,90.02462202499528,1.513012663437505,0,-0.6348136518979062,0,2.329064578159424,0.0,0
2024-03-04,,0,25.442518768411603,1,-0.14200478128651328,0,-1.964231545515588,-1.8222267642290748,-1.9577604154307278,0,93.2460219610255,97.02256048347186,89.46948343857915,1.3167225274645307,0,-0.3122543452928414,0,2.305313662551639,0.0,0
2024-03-05,,0,24.257458984540108,1,-0.1851696941760652,0,-2.0536888819491566,-1.8685191877730913,-1.876803599844958,0,92.95684080257216,97.07899447504312,88.8346871301012,0.6420770023410381,0,-0.20139437557114387,0,2.2872474449866242,0.0,0
2024-03-06,,0,32.07643736206812,0,-0.11801972037174902,0,-2.0160438382377777,-1.8980241178660286,-1.2298750830644527,0,92.70173085451248,96.85825745907862,88.54520424994634,1.3606153665627572,0,0.47178220265524784,0,2.2406996708848053,0.0,0
2024-03-07,,0,34.445351845389794,0,-0.0305117888751969,0,-1.936163853960025,-1.905652065084828,-0.9630651246974238,0,92.49383375542716,96.6565613040988,88.33110620675552,1.0681647954112856,0,0.15474728925877412,0,2.2205124963051386,0.0,0
2024-03-08,-6.0925111074038085,0,28.879955895731626,1,-0.0692036721438809,0,-1.9921566552646794,-1.9229529831207985,-1.588960093566588,0,92.21236933606338,96.60022603930574,87.82451263282101,0.4423142419364223,0,-0.7714321261071807,0,2.285411892630711,0.0,0
2024-03-11,-6.157845032144323,0,31.084222551452953,0,-0.05161374704767563,0,-1.9874701669303931,-1.9358564198827175,-1.288922416444713,0,91.97719444578078,96.51867142197631,87.43571746958526,1.0868253643347243,0,0.14361989468588698,0,2.25653952820126,0.0,0
2024-03-12,-6.273887653460619,0,29.89844983230998,1,-0.04480926291907439,0,-1.9918679985315606,-1.9470587356124862,-1.337519790453825,0,91.63015153225193,96.06349917651292,87.19680388799094,0.32057299706358194,0,-0.17358696249677427,0,2.2183825033719518,0.0,0
2024-03-13,-6.419565435800507,0,27.88473597374862,1,-0.06364398630053092,0,-2.02661371848815,-1.9629697321876192,-1.5152650791006597,0,91.24993737994468,95.55486461553433,86.94501014435504,1.1967992135610688,0,-0.30945623271422457,0,2.1874563467948356,0.0,0
2024-03-14,-6.455738148346057,0,32.32055266572749,0,-0.015181130981293256,0,-1.981946145914236,-1.9667650149329428,-1.129277637504185,0,90.95319258852727,95.12069187421496,86.78569330283959,0.4322009194735184,0,0.281500605801736,0,2.172912868513253,0.0,0
2024-03-15,-6.266261767549636,0,39.1181542317635,0,0.09971686996451323,1,-1.8421189274773013,-1.9418357974418146,-0.5678955820865457,0,90.6668705276295,94.31476046761254,87.01898058764645,1.2002955751106128,0,0.47493394865324884,0,2.1708271759041664,0.0,0
2024-03-18,-5.9349812955234285,0,44.53702295345229,0,0.24364085577861072,0,-1.6372847277185514,-1.880925583497162,0.04548552139036167,0,90.4881546551861,93.75010258344008,87.2262067269321,1.5479694483374353,0,0.43601769761813175,0,2.135876878859639,0.0,0
2024-03-19,-5.593190091948927,0,40.99590650639397,0,0.2846687032993509,0,-1.5250897043729736,-1.8097584076723245,-0.39237737470661227,0,90.25703472683132,92.9784551152247,87.53561433843794,0.49540397686061827,0,-0.39281647796817837,0,2.1364112003738276,0.0,0
2024-03-20,-5.3664994064813385,0,39.742082297974314,0,0.2922273699641251,0,-1.4444741952171682,-1.7367015651812934,-0.5444662826231007,0,90.10843768587796,92.65965986730384,87.55721550445207,1.2898924144856452,0,-0.144932791688513,0,2.133488027442203,0.0,0
2024-03-21,-5.157058963177022,0,41.79585045745143,0,0.318619589140577,0,-1.338427078755572,-1.657046667896149,-0.23662640173340616,0,90.04281311893972,92.55850222303904,87.5271240148404,1.5552601029894728,0,0.15272907542041744,0,2.168961152234355,0.0,0
2024-03-22,-4.682419693294918,0,47.473567594156975,0,0.39582314459197154,0,-1.162267737156185,-1.5580908817481565,0.569942717503059,0,90.01612274656411,92.48863883482419,87.54360665830403,1.0699826932167567,0,0.4504711726366297,0,2.165610557080592,0.0,0
2024-03-25,-4.287791113236182,0,45.144125959004896,0,0.4070881708958831,0,-1.0492306681283026,-1.4563188390241857,0.27271083403423546,0,89.9285503332965,92.22398128481883,87.63311938177416,0.9075951548470669,0,-0.21677796428037183,0,2.21043794481586,0.0,0
2024-03-26,-3.8788216183402966,0,44.23838010537525,0,0.39423729525480633,0,-0.9635222199556779,-1.3577595152104842,0.2278771295496195,0,89.82312655713618,91.86597521496637,87.78027789930599,0.5267404836231421,0,-0.08400238738455826,0,2.2101630970783526,0.0,0
2024-03-27,-3.485827475902994,0,39.192227031869606,0,0.3072907657881805,0,-0.9736460579752588,-1.2809368237634393,-0.8046971251393222,0,89.66816844639497,91.45422582547431,87.88211106731563,0.5885166250777923,0,-0.5036435881335112,0,2.1966624813115914,0.0,0
2024-03-28,-3.287963097169424,0,34.597028787423724,0,0.17202462015707098,0,-1.0659060485671006,-1.2379306687241716,-2.020002713945077,1,89.46845518922919,91.16658259689466,87.77032778156372,0.6220213659133562,0,-0.5486067214099674,0,2.180444710933004,0.0,0
2024-03-29,-3.162694961544119,0,39.763343083634496,0,0.14136408315367532,0,-1.0612255647820774,-1.2025896479357527,-0.9617325703613288,0,89.3832943227015,91.08319369665199,87.68339494875102,1.638014188617862,0,0.3781965768265143,0,2.1484219376393594,0.0,0
2024-04-01,-3.033301386129594,0,47.25304914406532,0,0.2122519641867484,0,-0.9372746927023172,-1.1495266568890656,0.6063787845754706,0,89.40193766802209,91.117605825779,87.68626951026518,1.335072673646171,0,0.6320284679760941,0,2.1458527539334225,0.0,0
2024-04-02,-2.8460034905259306,0,46.919470160148784,0,0.25144101337444913,0,-0.8352253901710043,-1.0866664035454534,0.4767952820064014,0,89.44001244581165,91.16019509955835,87.71982979206494,1.5213074758628577,0,-0.03353211576740527,0,2.14749710635113,0.0,0
2024-04-03,-2.5412167788538937,0,52.00448529982682,0,0.3367730520619967,0,-0.6657000884679576,-1.0024731405299543,1.5244127561498015,0,89.47540775718485,91.28361234968332,87.66720316468638,0.35328475431682216,0,0.4580097338569309,0,2.1910732975939413,0.0,0
2024-04-04,-2.258786009828796,0,53.724884640207314,0,0.40482144341267223,0,-0.49644633626411405,-0.9012677796767863,1.7749057270838202,0,89.51170395533202,91.43131565546001,87.59209225520404,1.196976042909281,0,0.16602417251348503,0,2.178213085316064,0.0,0
2024-04-05,-2.1537654079110524,0,50.26361322263596,0,0.3932980984843769,0,-0.4096451565713153,-0.8029432550556922,0.9972621677829748,0,89.60389617351707,91.54170743036043,87.66608491667371,0.3652297950126235,0,-0.3008821604424677,0,2.144094397808329,0.0,0
2024-04-08,-1.9426027583896968,0,52.12442059170763,0,0.39584185655624904,0,-0.3081409343603809,-0.70398279091663,1.2298381073277382,0,89.69795397350781,91.70405660692684,87.69185134008877,0.7999705364229702,0,0.17042244194525644,0,2.120586944907895,0.0,0
2024-04-09,-1.5943468118944253,0,59.132151779792025,0,0.48125752788087384,0,-0.10241088106553775,-0.5836684089464116,2.250061551697633,-1,89.88816771584266,92.18269477451632,87.59364065716899,0.7059445014033753,0,0.7263112920320246,0,2.11759968947054,0.0,0
2024-04-10,-1.136972887033565,0,58.91582406328312,0,0.5126009603907871,0,0.057082791542072187,-0.4555181688487149,1.9529158181725446,0,90.1104362562373,92.48976971843969,87.73110279403492,1.182331830743708,0,-0.016589473478881976,0,2.159564566986103,0.0,0
2024-04-11,-0.46330177102379366,0,64.94715414724661,0,0.6093798023040128,0,0.3062065840313011,-0.3031732182727117,2.5493456573089484,-1,90.3803531649806,93.21876443668788,87.54194189327333,0.649703440514042,0,0.7102184038763584,0,2.203045777572384,0.0,0
2024-04-12,-0.09135050007110124,0,51.35348450266747,0,0.4736721693278757,0,0.28891699338713295,-0.18475517594074278,0.6394969698512389,0,90.46773284239462,93.31659995524429,87.61886572954496,0.6240710335704579,0,-1.1386700759673731,0,2.3007060248457742,0.0,0
2024-04-15,0.21294742016868895,1,54.566402639707185,0,0.41791885163736914,0,0.33764338860596865,-0.0802754630314005,1.118264048883185,0,90.54964363907159,93.50227839905533,87.59700887908785,0.7204916689429117,0,0.3672848250777994,0,2.237779642001519,0.0,0
2024-04-16,0.5083902464771342,0,54.90609384842459,0,0.36735275205958423,0,0.3789154770430798,0.011562724983495573,1.0648539182997394,0,90.6778676653216,93.70126019853363,87.65447513210957,0.5179453379159698,0,0.03864243894279733,0,2.2526287320282363,0.0,0
2024-04-17,0.6870731553260185,0,53.42837587870273,0,0.29721429646018255,0,0.38308059555872376,0.08586629909854122,0.7838062495433636,0,90.80660194284089,93.8226382795707,87.79056560611107,1.6812648679845008,0,-0.1334691666061843,0,2.240272851542751,0.0,0
2024-04-18,0.8249205499946015,0,53.83896406740169,0,0.24274553848451855,0,0.3892982222041894,0.14655268371967087,0.7652555788173836,0,90.92336108761677,93.94717621180568,87.89954596342785,0.6964890725288071,0,0.042084664537934906,0,2.1803851246763752,0.0,0
2024-04-19,0.862440531959777,0,44.65544224901914,0,0.06770235632576915,0,0.2311806291268823,0.16347827280111316,-0.5248012862220992,0,90.89196453030647,93.93759982779088,87.84632923282206,1.2469204704537373,0,-0.8832440590057002,0,2.2503054442714028,0.0,0
2024-04-22,0.834213070102507,0,43.76686542691584,0,-0.06106973538887697,-1,0.08714110356501692,0.1482108389538939,-0.6524699412399614,0,90.87354309049655,93.9401276043149,87.80695857667821,0.4420654512450289,0,-0.09834816283927282,0,2.2336145535988217,0.0,0
2024-04-23,0.7177965210097312,0,45.659890790892376,0,-0.11714133119758706,0,0.0017841749569100784,0.11892550615449714,-0.42647437551218115,0,90.88226022809545,93.94003679004383,87.82448366614706,1.3742445056898498,0,0.16121942783692153,0,2.2150715723478402,0.0,0
2024-04-24,0.7229241549125618,0,52.74908971898532,0,-0.05291365484820307,0,0.05278343759424331,0.10569709244244638,0.4684297037280012,0,91.0201888166317,93.9573799292959,88.08299770396751,1.473861501634236,0,0.6587465552524089,0,2.2434941525807908,0.0,0
2024-04-25,0.5089715871929741,0,50.27222438046975,0,-0.04392158515895986,0,0.05079511099374656,0.09471669615270642,-0.0017278123639455005,0,91.19201422545832,93.6944222374291,88.68960621348755,0.8211868660822971,0,-0.23494955934292144,0,2.205878656351081,0.0,0
2024-04-26,0.5087649398929557,0,46.59647801917198,0,-0.08844277499924066,0,-0.015836772596344417,0.07260600240289625,-0.8133063645192969,0,91.28278866302055,93.49949303306342,89.06608429297769,1.57063043781084,0,-0.37024577221705124,0,2.1836673462924514,0.0,0
2024-04-29,0.36181060566923406,0,44.42551951414177,0,-0.14439437525240081,0,-0.10788696666260478,0.036507408589796043,-1.2609270452853303,0,91.28066324697502,93.50293537442988,89.05839111952017,0.9029440378843198,0,-0.228176182921795,0,2.1989895578036944,0.0,0
2024-04-30,0.28356100593795475,0,49.08607937250777,0,-0.11380836904729462,0,-0.10575305271932223,0.008055316327972389,-0.4997740490759446,0,91.32790844289362,93.46049052852865,89.19532635725858,1.7531646310981566,0,0.4186723613491571,0,2.1864402865100074,0.0,0
2024-05-01,0.2223188275484489,0,50.6855521451205,0,-0.0677649411278736,0,-0.07665086008186961,-0.00888591895399601,-0.20501658412840634,0,91.34141454940058,93.46475095884205,89.21807813995912,1.0813236425698272,0,0.14783686014064773,0,2.2237425047240684,0.0,0
2024-05-02,0.0829560342260578,0,48.06515313242436,0,-0.06908050968828319,0,-0.09523655606435,-0.02615604637606681,-0.6666480648553389,0,91.31035084446683,93.45947907391218,89.16122261502147,1.6029981551305206,0,-0.23832971971268635,0,2.2228037879861646,0.0,0
2024-05-03,0.18734875173019816,0,50.723270675330674,0,-0.03328977993010584,0,-0.06776827128869911,-0.03447849135859327,-0.21657586818881533,0,91.337206498919,93.46065922617511,89.2137537716629,1.4772742679418311,0,0.2346723900387774,0,2.1871658316026394,0.0,0
2024-05-06,0.3362441935658609,0,51.23167929630296,0,-0.0026021423937703583,0,-0.037731169350806226,-0.03512902695703587,-0.13847675466225723,0,91.35084625056314,93.4668188791118,89.23487362201448,1.5811843886499066,0,0.04473564100074558,0,2.1700270114923628,0.0,0
2024-05-07,0.5303473431167873,0,56.098858737992344,0,0.0789056078975127,1,0.06350298291485501,-0.015402624982657692,0.8021097441730759,0,91.33601642341064,93.42293361270488,89.2490992341164,1.1067875896929453,0,0.44724263958164595,0,2.165815387009995,0.0,0
2024-05-08,0.518183875035561,0,52.04465391664632,0,0.08119375882588582,0,0.0860895735496996,0.004895814723813766,0.1809071703658131,0,91.28787524351975,93.31163573959049,89.26411474744901,0.7649606136841671,0,-0.33327186500557915,0,2.10654773953271,0.0,0
2024-05-09,0.525612383142132,0,50.2204505124853,0,0.05741634956931089,0,0.07666625168545238,0.01924990211614149,-0.0023545455614679763,0,91.14511877350829,92.71593922856694,89.57429831844964,0.854162584667195,0,-0.15818347757205545,0,2.0714056336794324,0.0,0
2024-05-10,0.5529511594800738,0,48.04997645139559,0,0.014304346191933819,0,0.037130334856058766,0.022825988664124948,-0.46006115146646026,0,91.1137441510447,92.68998163024936,89.53750667184003,0.4626843504191404,0,-0.1853085578835465,0,2.115974338209372,0.0,0
2024-05-13,0.49898756015802803,0,40.938191410932866,0,-0.10707348490447051,-1,-0.11101586746646319,-0.003942382561992679,-1.9913273390333668,0,90.96809865595574,92.65586965667192,89.28032765523956,0.7572017433756867,0,-0.6808971128922084,0,2.149392206871959,0.0,0
2024-05-14,0.3679605958117378,0,42.78347281127232,0,-0.1586041427065158,0,-0.2021975609451374,-0.04359341823862163,-1.4907424004292076,0,90.83290682130811,92.5087700097504,89.15704363286582,0.5943346197664121,0,0.13803142408650582,0,2.145310598831513,0.0,0
2024-05-15,0.24608538679825642,0,44.431754935011085,0,-0.16553089898988585,0,-0.25050704197597895,-0.0849761429860931,-1.0752840692870478,0,90.72571811779275,92.36416177306519,89.08727446252031,0.3633306718843849,0,0.12286899170505405,0,2.1246635831972083,0.0,0
2024-05-16,0.18446764048422892,0,44.46550228652593,0,-0.1600940122507952,0,-0.2850936582995871,-0.12499964604879191,-0.9851647707760501,0,90.61419704828276,92.16573781991421,89.06265627665131,1.169352354648403,0,0.0024503774799938516,0,2.0868036391172846,0.0,0
2024-05-17,0.01749537708161597,0,43.17019931616053,0,-0.16212508920871202,0,-0.32765600755968194,-0.16553091835096992,-1.2192722086532148,0,90.59032506783406,92.18960175161969,88.99104838404843,0.5330409712479994,0,-0.1144781852032394,0,2.0491863402506083,0.0,0
2024-05-20,-0.26593262123193995,-1,36.299519049362054,0,-0.2437158042301099,0,-0.47017567363860735,-0.22645986940849744,-2.423794335939424,1,90.5066681446747,92.41003972363376,88.60329656571565,1.5288600834150894,0,-0.6849008055053857,0,2.0665339136315026,0.0,0
2024-05-21,-0.6875783900283636,0,34.54009799710974,0,-0.30685930894439073,0,-0.6100340055889859,-0.3031746966445952,-2.3047017806723424,1,90.38412332680147,92.6445382341625,88.12370841944045,1.4071339339534221,0,-0.20418995322299222,0,2.0600686572760676,0.0,0
2024-05-22,-1.0799744507652775,0,33.131113965295214,0,-0.3494576163332749,0,-0.7399967170611887,-0.39053910072791387,-2.165192100749995,1,90.17054808086485,92.69589481630673,87.64520134542296,1.1171084090341308,0,-0.16468556854234068,0,2.0810233681080375,0.0,0
2024-05-23,-1.4915529526033566,0,30.04165113323822,0,-0.4054772550605034,0,-0.8973856695535432,-0.49190841449303974,-2.259911759272337,1,89.94277248238083,92.87070279539417,87.0148421693675,1.3639678445805188,0,-0.3820870984614147,0,2.0997235249560195,0.0,0
2024-05-24,-1.8562035056115747,0,29.44715857562649,1,-0.42514173381213116,0,-1.0233355817582037,-0.5981938479460726,-1.9829690944725105,0,89.74735727845817,93.0497814959861,86.44493306093024,0.368617070157346,0,-0.07681224128335376,0,2.099739689550807,0.0,0
2024-05-27,-2.0235528928790814,0,33.02296001163104,0,-0.3839412150575342,0,-1.0781203667679904,-0.6941791517104562,-1.5361687299530755,0,89.59723246955545,93.13867536100601,86.05578957810489,0.8116777549996969,0,0.1970002837334349,0,2.051016623718497,0.0,0
2024-05-28,-2.0864037862206573,0,46.623149906671024,0,-0.21129001860268892,0,-0.9582916749638173,-0.7470016563611284,-0.4169135269890625,0,89.49564684982815,93.00887127663769,85.9824224230186,1.5628723676252398,0,0.9058812881103135,0,2.082155715066315,0.0,0
2024-05-29,-2.167578229270717,0,47.682059538555,0,-0.07404800187860561,0,-0.8395616587093855,-0.7655136568307799,-0.2611181931863338,0,89.38635256525947,92.82145059936765,85.95125453115129,0.7225704038397637,0,0.08465874329106406,0,2.0621356524467704,0.0,0
2024-05-30,-2.222034718099138,0,49.28065095435591,0,0.03926966013823652,1,-0.7164265816579842,-0.7556962417962207,-0.07142664029194698,0,89.31642381041529,92.70463162701101,85.92821599381956,1.2391524987495326,0,0.1274157186759339,0,2.0213392303489446,0.0,0
2024-05-31,-2.2394772643088743,0,48.81633314871335,0,0.11037496884976439,0,-0.6177275307340153,-0.7281024995837797,-0.058584222898064475,0,89.21710938812711,92.4990730021346,85.93514577411963,0.8282469969468625,0,-0.0364643643579629,0,2.0416073905843204,0.0,0
2024-06-03,-2.278467918294382,0,38.696421722273406,0,0.03334283570353258,0,-0.686423954954364,-0.7197667906578966,-1.1134578908215562,0,89.01700252760659,92.27675759098425,85.75724746422894,0.40609751538531375,0,-0.9007702061843953,0,2.130145071545853,0.0,0
2024-06-04,-2.281228329572585,0,38.57741284544079,0,-0.011817376686999892,-1,-0.7345385115166465,-0.7227211348296466,-1.0621458789432312,0,88.76713772378696,91.76380532267586,85.77047012489805,1.1250259040351547,0,-0.012389503378458285,0,2.1400272988605358,0.0,0
2024-06-05,-2.2670255718829537,0,39.03609010604232,0,-0.029070774580845615,0,-0.7590596030557037,-0.7299888284748581,-0.9481923052453158,0,88.55538708515826,91.33851075003585,85.77226342028067,1.4097436625825117,0,0.028284393863285247,0,2.1294502626489615,0.0,0
2024-06-06,-1.9994598507539223,0,54.12433919298462,0,0.12549259375657518,1,-0.5731230862791392,-0.6986156800357144,0.9474057150417685,0,88.4831816594837,91.05014805426565,85.91621526470176,1.005275219627661,0,1.1244245456572448,0,2.1906691044755426,0.0,0
2024-06-07,-1.7149039191929063,0,53.0207525154836,0,0.20988450792786995,0,-0.4362600451258771,-0.6461445530537471,0.908759935511616,0,88.4209635932267,90.81067373649545,86.03125344995796,1.031167660495295,0,-0.08747860122729975,0,2.1989487952750375,0.0,0
2024-06-10,-1.4195044853552758,0,54.58406342514321,0,0.27691205553430986,0,-0.30000448363585974,-0.5769165391701696,1.1157327172169567,0,88.44699864149298,90.8872761217612,86.00672116122476,0.8735935244580955,0,0.14013151581449465,0,2.15188810726056,0.0,0
2024-06-11,-1.3169407856466933,0,54.35981818564378,0,0.3074518502224344,0,-0.1926017263921267,-0.5000535766145611,1.0707207290434082,0,88.45649208742077,90.91678534699972,85.99619882784182,0.47255802374679245,0,-0.016444481208756613,0,2.1108461413033717,0.0,0
2024-06-12,-1.3052584522730086,0,47.31232774957636,0,0.24045305874033096,0,-0.1994872531891474,-0.43994031192947836,0.17730545874710285,0,88.3944988678586,90.7684661411539,86.02053159456331,0.8036592677297865,0,-0.5432504716035068,0,2.1512692555423905,0.0,0
2024-06-13,-1.220672612309457,0,53.64159825048305,0,0.2627977015791563,0,-0.11144318495553307,-0.37424088653468934,1.150598456784875,0,88.38939111619005,90.75057843813455,86.02820379424556,1.4218335045255472,0,0.5291149767656024,0,2.1598761416675685,0.0,0
2024-06-14,-1.08138993324647,0,57.278071827413875,0,0.3144250932731067,0,0.018790480056694037,-0.29563461321641266,1.6611257684269727,0,88.43360937282458,90.92120430359671,85.94601444205244,1.0123264058489094,0,0.3476043195865749,0,2.1631866761066396,0.0,0
